reminder,reply,intent,dpd,amount,loan,tone,region,ptp_date,ptp_amount,dispute_type,excuse_type,cibil_mentioned,legal_mentioned
"Amit ji ₹1800 ki EMI 38 din se pending hai. CIBIL score affect hoga. UPI se turant payment karein: rzp.io/pay. Legal action lena padega, samjhe?","bhai abhi office mein hoon, ghar aakar karwa dunga. Aapne koi notice bheja?",promise_to_pay,38,1800,personal loan EMI,polite,delhi,ghar aakar,1800.0,notice,office work,True,True
"₹8500 business loan EMI 19 din se pending hai. Turant settle karein, late fees ₹450 lag rahi hai. CIBIL score par asar padega.","Mujhe 10 din aur chahiye sir, illa paisa arrange karne mein time lag raha hai. Transaction Reference No. bhej dijiye.",needs_more_time,19,8500,business loan EMI,cooperative,bangalore,10 din,8500.0,,,True,False
"Ramesh ji, ₹7200 ka bike loan EMI 79 din se due hai. Sun, aapko late fees bhi dena padega.","Yeh ₹7200 galat hai, mera loan ₹6000 ka tha, aapne extra charges kyun lagaye?",dispute,79,7200,bike loan EMI,angry,delhi,,,incorrect amount,none,False,False
"Rahul ji, ₹12000 personal loan EMI pending hai. 17 din ho gaye overdue. CIBIL score impact ho raha hai. Settlement karne ke liye bol rahe hain.","Sorry boss, abhi nahi kar sakta. Ek hafte mein karta hun 😞",refusal,17,12000,personal loan EMI,resigned,hyderabad,next week,,,temporary financial difficulty,True,False
"Hello sir, ₹3800 bike loan EMI pending hai, aapko CIBIL score bhi impact hoga, jaldi se payment karein.","sorry sir, nange account nalli paise illa, next week payment maaduttene",dispute,7,3800,bike loan EMI,worried,bangalore,next week,3800.0,,financial difficulty,True,False
"Sir, ₹22000 EMI 27 din se overdue hai. Late fees bhi lag rahi hai, CIBIL score bhi impact hoga. UPI se abhi payment kar sakte hain?","Illa bekku 3-4 din aur, settlement karne ke liye ek option do.",needs_more_time,27,22000,credit line EMI,polite,bangalore,3-4 days,,,family_issues,True,False
"Amit ji, aapka ₹7200 EMI 11 din se pending hai. Aapko UPI se payment link bhejta hoon. Aaj hi settle karein.","Bhai, mera account mein paisa nahi hai. Mummy hospital mein hain. 15 din baad payment kar dunga.",needs_more_time,11,7200,mobile loan EMI,cooperative,delhi,15 days,7200.0,,family_emergency,False,False
"Rekha ji, ₹8000 ka EMI time se nahi aaya. RBI guidelines ke mutabiq CIBIL score affect ho sakta hai. Abhi ₹4000 bhejne ka kripaya karein.","Arre sorry, maine socha tha ki payment ho gayi hai. Abhi ₹4000 bhej rahi hun, baaki 10 din mein bhejungi.",partial_payment,36,8000,personal loan EMI,desperate,delhi,10,4000.0,,forgetfulness,True,False
"Yaar, ₹15000 ke EMI ka 25 din ho gaye, turant payment karo, nahi to CIBIL score par asar padega","Bhai, thoda time do, kal tak kar dunga",refusal,25,15000,credit line EMI,evasive,delhi,kal,15000.0,,,True,False
"Saurabh ji, ₹12000 EMI 87 din overdue. Arre, CIBIL score affect hoga. Abhi karein: rzp.io/pay. Settlement offer hai, aapke liye achha hoga","Nako, bhai. Abhi nahi kar sakta. Thoda time dein, please",promise_to_pay,87,12000,personal loan EMI,worried,mumbai,,,,vague_timelines,True,False
"Arre, ₹10000 ki EMI 46 days se pending hai. Kripya payment karein, nahi to humein aapko legal notice bhejna padega.","Lagech, maine payment kar diya tha, aapke system mein koi problem hai. Mera loan 8000 ka tha, aapne extra charges kyun lagaye?",dispute,46,10000,credit line EMI,angry,mumbai,,,payment not updated,technical issue,False,True
"Yaar, ₹11000 EMI 72 din overdue hai. Late fees lag raha hai. UPI se payment karein: rzp.io/pay, nahi toh CIBIL report affect hoga","Bhai thoda time do, abhi ghar mein kuch issues hai. Jab theek ho jaye, transfer kar dunga 🤞",promise_to_pay,72,11000,business loan EMI,evasive,delhi,,,,family_issues,True,False
Rohan ji ₹10000 ka EMI 78 days se due hai. Abhi payment karein nahi to CIBIL score kharaab hoga. 🚫,enti anna ₹8000 abhi karunga. Baki amount 10 din mein aur aap late fees maaf kar do,dispute,78,10000,business loan EMI,desperate,hyderabad,10 days,2000.0,,cash flow issues,True,False
"Rahul ji ₹10000 EMI 30 din se overdue hai. CIBIL score impact hoga, settlement ke liye turant contact karein","isko kisi aur din par discuss karte hain, abhi busy hoon",promise_to_pay,30,10000,business loan EMI,evasive,delhi,,,,vague,True,False
"Saurabh ji, ₹6800 EMI due hai 6 din ho gaye. Payment link bhejta hoon, jaldi kar sakte hain?","re, sir maine 4 din pehle payment kar diya tha, aap system check karo na. 👎",dispute,6,6800,personal loan EMI,angry,mumbai,,,payment not updated,technical issue,False,False
"Santosh ji ₹2800 EMI 27 din se overdue hai. Late fees lag rahi hai, aur CIBIL report bhi impact hoga. ₹2800 UPI se kar sakte hain?","₹1400 kar sakte hoon, ₹1400 next week karunga, ₹2800 karne ke liye abhi ₹1400 hi manage ho raha hai.",needs_more_time,27,2800,business loan EMI,resigned,chennai,next week,1400.0,,insufficient funds,True,False
"Sunita ji, aapki ₹18000 ki EMI late fees ke saath ₹20000 ho gayi hai. UPI se payment karein please.","Nako re, main abhi nahi kar sakta. Court mein milte hai",refusal,16,20000,credit line EMI,angry,mumbai,,,threat to take legal action,,False,True
"Manoj ji, ₹9000 EMI 11 din se overdue hai. Aapko UPI se payment link bhejta hoon. Turant payment karein ya phir late fees lag rahi hai.","Yaar, mere office mein problem chal raha hai. 8 din baad payment kar dunga. Bol, kya karu?",needs_more_time,11,9000,mobile loan EMI,cooperative,delhi,8 days,9000.0,,office_problem,False,False
Arjun ji ₹12000 ka EMI 45 din se pending hai. Aapka loan account close ho jayega. Call back karein 8080808080,"kay bhai thoda time do, salary abhi nahi aayi hai, 15 din mein kar dunga",promise_to_pay,45,12000,credit line EMI,worried,hyderabad,15 days,12000.0,,salary pending,False,False
"Rohan sir, ₹3200 EMI 22 din overdue hai. Late fees bhi lag gaya hai. UPI maadtini: rzp.io/pay, CIBIL score pe asar pad sakta hai.","Illa bekku, salary abhi delayed hai, next week pakka transfer kar dunga",promise_to_pay,22,3200,credit line EMI,polite,bangalore,next week,3200.0,,salary delayed,True,False
"Re, ₹7500 due hai 47 din se, late fees bhi lagech. Arre, kuch kijiye, RBI guidelines ke according action lena padega.","Maine ₹5000 UPI se bheja tha, ₹7500 kahan se aaya? Main ek baar check karke bataata hoon.",dispute,47,7500,credit line EMI,desperate,hyderabad,,,payment issue,payment made,False,True
"Arre Ramesh ji, aapka ₹12500 ka EMI 40 din se pending hai. Poora payment karne mein asafalta se aapke CIBIL score par asar pad sakta hai.","Nako, sorry yaar. Abhi ₹6000 bhej sakta hun. Baaki 15 din mein pakka",partial_payment,40,12500,BNPL payment,polite,mumbai,15,6000.0,,,True,False
"₹4200 bike loan EMI 20 din se pending hai. Aapka CIBIL score affect hoga, turant payment karein.","Yaar, business mein problem chal raha hai. Next month double kar dunga, abhi ₹2000 hi kar sakta hoon.",needs_more_time,20,4200,bike loan EMI,cooperative,mumbai,next month,8400.0,,business problem,True,False
"Sagar ji, ₹15000 EMI 18 din overdue. CIBIL score kharab ho sakta hai. UPI se abhi karein: rzp.io/pay","Haan bhai kal pakka kar dunga, aaj ghar par nahi tha 🙏",promise_to_pay,18,15000,mobile loan EMI,cooperative,bangalore,yesterday,15000.0,,personal_issue,True,False
"Vikram ji, ₹12000 bike loan EMI 7 din se overdue hai. Kay aapne payment miss kar diya? Turant UPI se payment karein, late fees bach sakte hain.","yaar business mein thoda problem chal raha hai, next month zarur karta hoon. CIBIL score kharab na ho, please",needs_more_time,7,12000,bike loan EMI,desperate,delhi,next month,,,business_problem,True,False
"Amit ji, ₹9000 EMI kal due thi. Aaj tak payment nahi aayi. CIBIL score ko nuksan hoga. Abhi karein: rzp.io/pay","bhai, kal office mein busy tha, aaj raat ko kar dunga. Apna account number do, UPI se kar dunga",promise_to_pay,25,9000,credit line EMI,cooperative,bangalore,tonight,9000.0,,busy,True,False
"Sir, ₹25000 EMI pending hai, humein aapko legal notice bhejna pad sakta hai. Aap kya kehna chahenge?","Bhai ₹12500 abhi bhejta hun, baaki 15 din mein pakka, please no notice",partial_payment,36,25000,mobile loan EMI,worried,hyderabad,15,12500.0,,fear of legal action,False,True
"Namaskar sir, ₹22000 pending hai aapke BNPL payment mein. 43 days ho gaye hain overdue. Please EMI ko update karein.",bekku sir ₹11000 abhi ₹11000 25th ko pakka,partial_payment,43,22000,BNPL payment,desperate,bangalore,25th,11000.0,,temporary financial difficulty,False,False
"Rahul ji, ₹9000 EMI 20 din due thi. Abhi tak payment nahi aayi. CIBIL score ko nuksan hoga. UPI se kar dein: rzp.io/pay",kya kar sakte hain bhai? settlement karwa sakte hain?,promise_to_pay,20,9000,mobile loan EMI,cooperative,delhi,,,settlement,,True,False
Sir ₹22000 due hai 73 din ho gaye. Settlement offer karte hain ₹20000. UPI se transaction kar sakte hain?,"Sir ₹15000 kar sakta hun, ₹7000 nahi kar sakta",refusal,73,22000,BNPL payment,resigned,bangalore,,15000.0,,partial payment,False,False
"Sun, ₹15000 ka EMI 6 din se overdue hai. Payment link bhej raha hun. Turant payment karein.","Bhai, ₹5000 abhi bhejta hun. Baaki 20 tarikh ko pakka. CIBIL score kharab nahi karein, plz.",partial_payment,6,15000,mobile loan EMI,worried,bangalore,20,5000.0,,job loss,True,False
"Arre Vikas ji, ₹11000 ka EMI 36 days se pending hai. UPI se abhi ₹5500 bhejne ka kripaya karein, nahi to CIBIL score affect ho sakta hai.","Bhai ₹5500 abhi bhej raha hun, baaki 20 tarikh ko bhejunga. Please CIBIL score mat kharab karo.",partial_payment,36,11000,personal loan EMI,worried,hyderabad,20,5500.0,,financial_difficulty,True,False
"Rohan bhai ₹16000 bike loan EMI due ho gayi hai. Turant payment karein, ya late fees lagegi. UPI se pay karein: https://...",Bhai abhi nahi kar sakta. Kuch din baad kar dunga 🤞,refusal,2,16000,bike loan EMI,evasive,delhi,,,,financial constraint,False,False
"Amit ji, ₹9000 EMI 3 week overdue hai. Late fees bhi lag gayi hai. Abhi karein: rzp.io/pay. CIBIL score impact hoga.","dekho sir, thoda muskil hai abhi. Ek hafte mein koshish karta hoon 🤞",promise_to_pay,21,9000,personal loan EMI,evasive,bangalore,1 week,,,financial difficulty,True,False
"Amit bhai, ₹12000 EMI 20 din overdue hai. Late fees bhi lag gaye hain. Abhi karein: rzp.io/pay. CIBIL score impact hoga agar payment nahi kiya toh.","haan bhai kal hi kar dunga. Sorry yaar, galti se miss ho gaya tha 🙏",promise_to_pay,20,12000,mobile loan EMI,desperate,delhi,yesterday,12000.0,,forgetfulness,True,False
Rahul ji ₹15000 pending hai. Legal notice aa sakta hai. Turant full payment karein.," Dekho bhai 7500 abhi bhejta hun, baaki 2 hafte mein bhejunga, aap legal notice ka kya matlab hai?",partial_payment,19,15000,credit line EMI,angry,bangalore,2 weeks,7500.0,,vague,False,True
"Amit ji, ₹6300 bike loan EMI bahut der se due hai. Late fees bhi lag gayi hai. Pakka payment karein.",Yeh amount galat hai bhai. Mera loan 5000 ka tha. Extra charges kyun lagaye?,dispute,51,6300,bike loan EMI,angry,delhi,,,incorrect amount,,False,False
"Nako, ₹10000 ka EMI 30 din ho gaye. Aapka CIBIL score bahut affect ho raha hai. Abhi karein: rzp.io/pay","Kay, maine kal hi payment kar diya hai. Aap check kar lo.",promise_to_pay,30,10000,BNPL payment,angry,mumbai,,,payment_already_made,,True,False
"Nako Anil ji, ₹9000 ka EMI pending hai. Settlement ka option bhi hai, lekin abhi ₹4500 bhejne ka kripaya karein.","Bhai ₹4500 abhi bhej raha hun, baaki 15 tarikh ko bhejunga. Settlement ka option kya hai?",partial_payment,36,9000,personal loan EMI,cooperative,bangalore,15,4500.0,,procrastination,False,False
₹9500 ka EMI pending hai. CIBIL score affect hoga agar nahi kiya payment.,"definitely anna, main kar dunga. lekin thoda time do, abhi financial issues hai.",dispute,69,9500,credit line EMI,evasive,hyderabad,,,not specified,financial issue,True,False
Rahul ji aapka ₹18000 ka BNPL payment 78 days se due hai. Aapko late fees bhi deni padegi. EMI ka option bhi hai.,Bhai main koshish kar raha hun par abhi nahi ho pa raha. Thoda time aur do,refusal,78,18000,BNPL payment,worried,bangalore,,,,temporary financial difficulty,False,False
"Manoj anna, ₹2700 BNPL payment 23 din overdue hai. Okay ra, aap UPI se payment kar sakte hain. CIBIL score impact ko mind karke settle karein.","boss, paisa nahi h, kuchh nahi kar sakte",needs_more_time,23,2700,BNPL payment,resigned,hyderabad,,,,no_money,True,False
"Rohan ji, bike loan EMI ₹4500 ke 12 din ho gaye, aapko late fees ka notice mil chuka hoga, aaj hi settlement karein.","Yaar, thoda time chahiye, ghar mein problem chal raha hai, 15 din aur do please 🙏",needs_more_time,12,4500,bike loan EMI,cooperative,mumbai,15 days,4500.0,,family problem,False,False
"Saurabh ji, ₹5500 ki EMI 15 din overdue hai. Late fees bhi lag rahi hai. Abhi karein: rzp.io/pay","haan bhai salary aane wala hai, usse pehle transfer kar deta hoon 🙏",promise_to_pay,15,5500,mobile loan EMI,cooperative,bangalore,usse pehle,5500.0,,salary,False,False
"Sir ₹3800 business loan EMI 3 din se overdue hai, aap jaldi se UPI maadtini use karke transaction Reference number bhejein.","Sir, mera bank account hack ho gaya hai, 8 din mein doonga, please samajh kar apne hisaab se settlement karwa lein.",needs_more_time,3,3800,business loan EMI,desperate,bangalore,8 days,3800.0,,account issue,False,False
"Arre hi, ₹12000 ka EMI 3 din ho gaye overdue. Nako thoda late fees lagech. UPI se kar dein: rzp.io/pay","re bhai kal pakka kar dunga, aaj thoda busy tha 🙏",promise_to_pay,3,12000,BNPL payment,polite,mumbai,tomorrow,12000.0,,busy,False,False
"Hi Rahul ji, ₹4500 mobile loan EMI 22 days overdue. Late fees ₹500 lag chuke hain. Abhi UPI se payment karein: rzp.io/pay, CIBIL score bhi affect hoga.","Bhai, mujhe thoda time do, next week transfer kar dunga, sorry for the delay 🙏",promise_to_pay,22,4500,mobile loan EMI,worried,hyderabad,next week,5000.0,,waiting_for_next_week,True,False
"Sunita ji, ₹12000 ke EMI ka payment karo, 25 din ho gaye, late fees bhi lag raha hai","Pakka, thodi der mein kar dunga, sorry 🤕",refusal,25,12000,credit line EMI,stressed,delhi,thodi der mein,12000.0,,,False,False
"Sir, aapka ₹10000 ka business loan EMI 33 din se pending hai. Aapko CIBIL score bhi impact hoga, agar payment nahi kiya toh.","Sir, mera loan 8500 ka tha, aap log galat amount maang rahe hain, kuch kar sakte hain kya?",dispute,33,10000,business loan EMI,worried,bangalore,,,incorrect amount,incorrect information,True,False
Priya ji ₹18000 personal loan EMI ka 15 din ho gaye. Aapko remind karte hain. CIBIL score ko maintain karein.,"Sorry, boss. Abhi kuch parivaarik problem hai. Next month zarur karta hun. Okay ra, please samajh lo 🙏",refusal,15,18000,personal loan EMI,resigned,hyderabad,next month,,,family problems,True,False
"Hi Deepak, ₹3800 credit line EMI 11 din se late hai. Settlement karne ke liye turant UPI link bhejta hoon.","Bhai sach mein ghar mein paisa nahi h, 10 din mein zarur kar dunga, lekin CIBIL score par asar nahi padega na?",needs_more_time,11,3800,credit line EMI,worried,delhi,10 din mein,,,family_cash_flow_problem,True,False
"Vijay ji, ₹7500 bike loan EMI pending hai. 29 days ho gaye. Abhi payment karo, nahi toh late fees aur CIBIL score par impact padega.","Sorry anna, ghar mein problem hai. 3 din mein payment kar dunga.",dispute,29,7500,bike loan EMI,resigned,hyderabad,3 din mein,7500.0,,personal issue,True,False
Rajesh ji ₹10000 ka EMI 14 din se pending hai. Late fees lag rahi hai. Aapka EMI settlement abhi kar sakte hain. UPI link bhej raha hoon.,"Enti boss, paisa nahi hai. 15 din aur do. Phir kar dunga.",needs_more_time,14,10000,personal loan EMI,polite,hyderabad,15 days,10000.0,,temporary financial issue,False,False
"Ramesh ji ₹18000 ka bakiya amount clear karein. 40 din se pending hai, late fees bhi lagu ho rahi hai. Pakka karein, nahi toh humein legal action lena padega.","Bol kya kar rahe ho? Kuch din aur dijiye, main koshish karta hun. 🤞",refusal,40,18000,business loan EMI,desperate,mumbai,,,,financial,False,True
"Sir, ₹15000 ka BNPL payment 33 din se overdue hai. Aapko EMI schedule ke mutabik payment karna hoga. Aaj hi contact karein.","Nahi, nahi, abhi nahi kar sakte. Court mein case chal raha hai",needs_more_time,33,15000,BNPL payment,resigned,hyderabad,,,court case,court case,False,False
"₹15000 EMI bahut overdue hai sir, 27 din se pending hai. Turant payment karein, nahi to CIBIL score kharab hoga.","Abhi paisa nahi h, mummy hospital mein hain. 10 din aur do please 🙏",needs_more_time,27,15000,credit line EMI,desperate,bangalore,10 days,,,family_issues,True,False
"Namaste sir, ₹8000 EMI pending hai aapka, UPI maadtini aapko late fees bhi dena padega.","bekku aap log galat ho, ₹6000 hi to loan tha mere paas. extra ₹2000 kyun?",dispute,80,8000,personal loan EMI,angry,bangalore,,,amount mismatch,,False,False
"Ankit ji, ₹9000 ki BNPL payment ko 52 din ho gaye hain. ₹1800 late fees lag chuke hain. Sun, aapki CIBIL score par bura asar pad raha hai. Turant UPI se settle karein.","Bhai, 20 din mein settlement kar dunga. Pakka, business mein thoda problem chal raha hai 📈",needs_more_time,52,9000,BNPL payment,cooperative,delhi,20 days,9000.0,,business problem,True,False
Amit ji ₹10000 EMI 68 din overdue hai. Hum aapse legal action lene par majboor honge. Aapko CIBIL score affect hoga. UPI se kar dein: gpay.io/pay,"kuch nahi bolna sir, ₹5000 abhi de sakte hain. Baaki ₹5000 next month transfer karta hoon",promise_to_pay,68,10000,BNPL payment,cooperative,bangalore,next month,5000.0,,financial,True,True
"Anil bhai, ₹3800 bike loan EMI 2 din ho gaye overdue. CIBIL score affect ho sakta hai. Abhi UPI se payment karein: rzp.io/pay","Bhai, phone pe busy tha, kal pakka kar dunga, aaj raat ko 🙏",promise_to_pay,2,3800,bike loan EMI,polite,chennai,kal,3800.0,,personal,True,False
Anna ₹12000 late fees ke saath EMI pending hai. Settlement option bhi hai. Chaliye kuch karte hain.,"nahi kar sakta abhi, aap logon ko khud samajhna chahiye",refusal,26,12000,credit line EMI,angry,hyderabad,,,,,False,False
"₹15000 due hai 73 din ho gaye, sir. Late fees bhi lag rahe hain ₹2000. Kuch settlement karein?","Mujhe kuch nahi pata, maine paise return kar diye the",refusal,73,15000,BNPL payment,angry,bangalore,,,payment already made,misunderstanding,False,False
"Rahul ji, aapka bike loan EMI ₹4200 ka 55 days overdue hai. UPI maadtini, bekku: rzp.io/pay 🙏","haan sir, aaj office mein busy tha, monday ko zarur kardunga 🙏",promise_to_pay,55,4200,bike loan EMI,polite,bangalore,monday,4200.0,,busy,False,False
"Vikas ji ₹12000 bike loan EMI 24 din overdue hai. RBI guidelines ke mutabiq CIBIL score kharab ho jayega, turant settlement karein.","yaar thoda time do, next week payment kar dunga",needs_more_time,24,12000,bike loan EMI,evasive,hyderabad,,,,vague_timeline,True,False
Anna ₹22000 bike loan EMI pending hai. Aapko pata hai CIBIL score kharab ho sakta hai. Okay ra kuch karte hai?,Mera job chala gaya hai. Abhi thoda time chahiye.,refusal,30,22000,bike loan EMI,worried,hyderabad,,,,job loss,True,False
Rahul ji ₹4500 EMI 47 din overdue. Aapka CIBIL score already affect ho raha hai. Abhi karein: rzp.io/pay 🚨,"Bhai, abhi nahi kar pa raha hu, kuch din aur de do, okay ra settle kar dunga 🤞",promise_to_pay,47,4500,BNPL payment,evasive,hyderabad,,,,vague_timeline,True,False
"Yaar ₹8000 EMI 19 din ho gaye overdue. Turant full payment karein, CIBIL score par asar padega.","bhai 4000 abhi bhejta hun, baaki 10 tarikh ko pakka bhejunga 🙏",partial_payment,19,8000,credit line EMI,polite,delhi,10,4000.0,,,True,False
"Amit ji, ₹15000 mobile loan EMI 38 din se overdue hai. CIBIL score kharab ho jayega. UPI se settle karein.","Yaar bhai, abhi paisa nahi hai, 2 hafte aur do, phir ek sath 2 EMI kar dunga. Please samajh lo.",needs_more_time,38,15000,mobile loan EMI,cooperative,mumbai,15 days,30000.0,,personal,True,False
"Priya ji, ₹3800 EMI due hai. Aapka CIBIL score thoda kamzor hai, isse sudharne ke liye payment karein","Maine kal hi UPI kar diya tha, aap check karo, kyun payment request aa rahi hai?",dispute,19,3800,mobile loan EMI,cooperative,bangalore,,,payment not reflected,,True,False
"Namaskar sir, ₹8000 bike loan EMI 15 din se overdue hai. UPI maadtini se aaj settle karein, late fees lag rahi hai.","Sir, illa time hai, next week ek baar mein transaction kar dunga. Kuch aur din mauka de do 🙏",needs_more_time,15,8000,bike loan EMI,polite,bangalore,next week,8000.0,,,False,False
"Manish ji, ₹2200 EMI 17 din ho gaye. CIBIL score affect hoga. Abhi karein: rzp.io/pay",ekdum jhooth bola hai. Paisa maine time pe diya tha. Receipt bhejunga,promise_to_pay,17,2200,BNPL payment,angry,bangalore,,,payment already made,,True,False
₹18000 bike loan EMI ke sath ₹3500 late fees bhi ho gaya hai. Sir ek settlement offer karte hain. ₹16000 clear karein aur case close kar dete hain.,thodi din me karta hun 🤞,refusal,88,18000,bike loan EMI,worried,bangalore,next week,16000.0,,evasive,False,False
"Sunita ji, ₹18000 ka payment clear karein. Late fees lagu hoga.",Kay karu? Paise nahi hain. Aaplogon se nahin chuka sakta 🙏,refusal,20,18000,credit line EMI,stressed,mumbai,,,,,False,False
Sir ₹22000 bike loan EMI ke sath ₹4000 late fees bhi ho gaya hai. RBI guidelines ke according humein legal action lena padega.,nahi karna hai abhi,refusal,88,22000,bike loan EMI,angry,bangalore,,,,,False,True
Kay ₹10000 ka EMI 20 din se pending hai. Late fees lag rahi hai. UPI se payment karein.,"Nahi yaar, abhi paisa nahi hai. Kabhi bhi kar dunga, bas thoda time do 🙏",needs_more_time,20,10000,personal loan EMI,evasive,mumbai,,,,vague_timeline,False,False
"Namaste Suresh ji, aapka ₹9000 EMI 9 din se overdue hai. ₹4500 abhi bhejne se aapka CIBIL score accha rahega.",Sir ₹3000 abhi bhejunga. Baaki 20 tarikh ko kar dunga.,partial_payment,9,9000,personal loan EMI,worried,bangalore,20,6000.0,,,True,False
"Ankit ji, ₹7500 EMI due hai 6 din ho gaye. Payment link bhejta hoon, jaldi kar sakte hain?","sir, maine 5 din pehle UPI kar diya tha, aap system check karo na. 🤔",dispute,6,7500,personal loan EMI,polite,mumbai,,,payment not updated,technical issue,False,False
"Vishal ji, ₹8000 EMI 50 din overdue. CIBIL score kharaab hone se aapke liye loan lene mein mushkil ho sakti hai. UPI se abhi payment karein: rzp.io/pay 📝","Koi baat nahi boss, aaj hi payment karwa dunga 🙏",promise_to_pay,50,8000,credit line EMI,resigned,hyderabad,aaj,8000.0,,,True,False
"Arre Rohan ji, ₹2500 EMI 15 din ho gaye due. Aaj tak kuch nahi aaya. Thoda jaldi kar dein, CIBIL score bhi affect hoga. UPI se kar sakte hain: rzp.io/pay","Sorry bhai, thoda busy tha. Kal tak pakka kar dunga. Late fees lagta hai na? 🙏",promise_to_pay,15,2500,business loan EMI,polite,mumbai,kal,2500.0,,busy,True,False
"Arre, ₹5500 EMI 48 din ho gaye. Ab tak nahi aayi. CIBIL score pe asar padega. Thoda samay nikaal kar UPI se payment karein: rzp.io/pay","Sorry bhai, galti ho gayi. Kal payment kar dunga 🙏",promise_to_pay,48,5500,mobile loan EMI,polite,mumbai,kal,5500.0,,apologetic,True,False
Anna ₹15000 credit line EMI pending hai. CIBIL score par impact padega. Please UPI se payment karein.,sorry boss ₹5000 hi kar sakta hun. Aap logon se baat karta hun settlement ke liye,refusal,26,15000,credit line EMI,resigned,hyderabad,,5000.0,,,True,False
"Anna ₹8500 EMI miss ho gayi, 73 days overdue hai. Okay ra, payment kab tak karein?","Mujhe pata nahi tha, maine UPI kar diya tha, aapke system mein issue hai. Enti resolve cheyandi",dispute,73,8500,bike loan EMI,worried,hyderabad,,,payment,system issue,False,False
"Sir, ₹10000 ka EMI 33 din se pending hai. Aapka CIBIL score kharaab ho sakta hai.","Sorry sir, maine transaction reference number ₹TRN12345 se 2 din pehle UPI kar diya tha, aap check karein, kuch problem hai kya?",dispute,33,10000,personal loan EMI,polite,bangalore,,,payment already made,,True,False
"Ravi ji, ₹22000 personal loan EMI pending hai. 17 din ho gaye overdue. Late fees bhi lag rahi hai. Settlement karne ke liye bol rahe hain.","Okay ra, main karta hun. Par amount thoda kam karo.",refusal,17,22000,personal loan EMI,cooperative,hyderabad,,,amount,,False,False
Sachin ji ₹2500 ka EMI 45 din overdue hai. Late fees lagech hai. UPI se abhi kar dein: rzp.io/pay,"haan bhai kal se karne ki koshish kar raha tha, UPI payment failed ho gaya, abhi kar dunga",promise_to_pay,45,2500,credit line EMI,resigned,pune,today,2500.0,,technical issue,False,False
"₹9000 EMI overdue hai, Priya ji. Legal notice jaari karne pad sakte hain. Full payment karein.","₹4500 abhi bhej rahi hun, baaki 15 tarikh ko, aap log mujhe time do, please boss 🙏",partial_payment,59,9000,credit line EMI,worried,hyderabad,15,4500.0,,financial difficulties,False,True
"Rajesh ji ₹1200 overdue ho gaya 12 din. UPI se payment karein, link bhejta hoon.","bhai sun, paisa nahi h, 20 din aur do please 🙏",needs_more_time,12,1200,mobile loan EMI,cooperative,bangalore,20 din,1200.0,,unspecified,False,False
"Yaar, ₹12000 EMI 22 din se pending hai. Turant payment karein, CIBIL score impact ho sakta hai.","bhai abhi ₹6000 bhej raha hun, baaki 15 tarikh ko pakka karenge 🤞",partial_payment,22,12000,mobile loan EMI,polite,delhi,15,6000.0,,financial difficulties,True,False
Bhai ₹22000 38 din se pending hai. CIBIL score kharab ho jayega. UPI se turant payment karein.,Abhi nahi ho payega yaar. Ghar pe pareshani hai.,refusal,38,22000,bike loan EMI,worried,delhi,,,,personal problem,True,False
"Saurabh ji, aapka ₹11000 personal loan EMI 75 days overdue hai. Legal notice bhejna pad sakta hai.","Arre bhai, kuch nahi bolna. 5500 abhi bhejta hun, baaki 20 tarikh ko pakka.",partial_payment,75,11000,personal loan EMI,angry,mumbai,20,5500.0,,none,False,True
Rohit ji aapka ₹4500 ka EMI 62 din se due hai. Aapko late fees bhi dena hoga.,"Yeh amount galat hai, mera loan 4000 ka tha, extra charges kyun laga rahe ho?",dispute,62,4500,mobile loan EMI,angry,mumbai,,,amount,wrong_info,False,False
"Saurabh ji, ₹2800 EMI 17 din ho gaye. CIBIL score affect hoga. Abhi karein: rzp.io/pay",kya kar sakte hain sir? paisa nahi hai,promise_to_pay,17,2800,BNPL payment,desperate,bangalore,,,,financial difficulty,True,False
"Sir, ₹2500 EMI kal due thi. Ab tak payment nahi aayi. UPI se kar dein: rzp.io/pay. CIBIL score affect hoga.","sorry sir, kal hi kar dena tha. Aaj hi kar dete hain 🙏",promise_to_pay,21,2500,personal loan EMI,cooperative,bangalore,today,2500.0,,forgetfulness,True,False
"Suresh ji, ₹6500 bike loan EMI 15 din se overdue hai. Late fees lag rahi hai, aaj settle karein, UPI link bhejta hoon.","Sir, mummy hospital mein hain, 15 din mein payment kar dunga, aap ek baar mauka de do please 🙏",needs_more_time,15,6500,bike loan EMI,worried,bangalore,15 din mein,6500.0,,,False,False
"Rohan ji, ₹8500 ka BNPL payment 70 din se overdue hai. Late fees lag rahi hai. Aapne kab tak payment karne ka plan hai re?","Arre bhai thoda time do, ghar mein problem chal rahi hai, 15 din mein zarur kar dunga 🙏",needs_more_time,70,8500,BNPL payment,polite,mumbai,15 din,,,family_problem,False,False
"Ramesh ji, aapka bike loan EMI ₹5000 due hai. CIBIL score kharaab ho jayega agar payment nahi kiya. UPI kar dein.","Sorry sir, mere paas paise nahi hain. Kal tak kar dunga.",dispute,74,5000,bike loan EMI,worried,bangalore,tomorrow,5000.0,,lack of funds,True,False
